question_id,question,config_name,answerable,retrieved_doc_ids,retrieval_recall,answer,reference_answer,answer_correctness,has_hallucination,abstention_score,retrieval_latency_ms,generation_latency_ms,total_latency_ms
q_000,How many trajectories were collected during the extensive quantitative analysis and large-scale real-world experiments conducted in this research?,exp3_index_ivf_aggressive,True,2602.11517v1|2508.05616v1|2508.09768v1|2602.06506v1|2602.11609v1,0.0,"The provided papers do not specify the number of trajectories collected during the extensive quantitative analysis and large-scale real-world experiments. While Paper 1 discusses the calibration of car-following models using real-world AS trajectory data, it does not provide a specific count of the trajectories used. Similarly, Paper 2 focuses on the TrajEvo framework for trajectory prediction but does not mention the number of trajectories involved in its evaluations. Therefore, the information regarding the exact number of trajectories collected is missing from the context provided.","The research collected datasets of 18,000 trajectories during the extensive quantitative analysis and large-scale real-world experiments.",0.0,False,0.0,111.37509346008301,2094.318151473999,2205.7459354400635
q_001,What are the benchmarks on which REMUL demonstrated improvements in faithfulness and accuracy?,exp3_index_ivf_aggressive,True,2602.16154v1|2602.14307v1|2602.11898v1,1.0,"REMUL demonstrated improvements in faithfulness and accuracy on multiple reasoning benchmarks, specifically: BIG-Bench Extra Hard, MuSR, ZebraLogicBench, and FOLIO. These benchmarks were used to evaluate the effectiveness of the Reasoning Execution by Multiple Listeners (REMUL) approach, which aimed to balance faithfulness and performance in reasoning tasks as described in Paper 1 and Paper 2.","REMUL demonstrated improvements on multiple reasoning benchmarks, including BIG-Bench Extra Hard, MuSR, ZebraLogicBench, and FOLIO, showing consistent and substantial enhancements in faithfulness measures and accuracy.",2.0,False,0.0,61.16175651550293,1577.0277976989746,1638.2451057434082
q_002,What are the emerging trends in explainability for AI systems as of 2024?,exp3_index_ivf_aggressive,False,2602.14783v1|2602.12018v1|2509.24521v2|2602.10177v2,0.0,"The provided papers do not specifically address emerging trends in explainability for AI systems as of 2024. While they cover various aspects of AI, such as its implications in cybercrime (Paper 1), linguistic hierarchies (Paper 2), neuromorphic engineering (Paper 3), and autonomous mathematics research (Papers 4 and 5), none of them focus on the topic of explainability or provide insights into trends related to it.

To answer the question about emerging trends in explainability for AI systems, additional information or research papers specifically discussing explainability methods, frameworks, or advancements in AI would be required. This could include discussions on model interpretability, transparency in AI decision-making, or the development of tools and techniques aimed at making AI systems more understandable to users and stakeholders.",I don't have enough information in the provided documents to answer this question.,2.0,False,1.0,67.17991828918457,2594.4151878356934,2661.6358757019043
q_003,What is the observed effect of increasing recommender adoption on individual consumption according to the findings?,exp3_index_ivf_aggressive,True,2602.16476v1|2602.16315v1|2602.13502v1|2602.16042v1,1.0,"According to the findings presented in Paper 2, titled ""The Diversity Paradox revisited: Systemic Effects of Feedback Loops in Recommender Systems,"" increasing recommender adoption may lead to a progressive diversification of individual consumption. However, it is important to note that while individual diversity may appear to increase in static evaluations, temporal analyses reveal that individual diversity consistently decreases over time when adoption is fixed. This suggests that the initial observed increases in diversity are illusory, and the systemic effects of feedback loops in recommender systems can lead to a redistribution of collective demand that often amplifies popularity concentration. Thus, the relationship between recommender adoption and individual consumption is complex and influenced by the dynamics of feedback loops.","Increasing recommender adoption may lead to a progressive diversification of individual consumption; however, collective demand is redistributed in a way that often amplifies popularity concentration.",2.0,False,0.0,61.07902526855469,2703.953981399536,2765.072822570801
q_004,How many patients are included in the Omni-iEEG dataset?,exp3_index_ivf_aggressive,True,2602.16110v1|2602.07106v1|2602.13758v1,0.0,"The provided papers do not mention an ""Omni-iEEG dataset"" or provide any information regarding the number of patients included in such a dataset. The focus of the papers is on various topics such as CT analysis with OmniCT (Papers 1 and 2), 3D facial animation generation with Ex-Omni (Papers 3 and 4), and a multi-modal dataset for scientific image understanding with OmniScience (Paper 5). 

Therefore, the information regarding the Omni-iEEG dataset and the number of patients it includes is missing from the context provided.","The Omni-iEEG dataset includes a total of 302 patients. This large-scale resource is designed to aid in epilepsy research, particularly for those suffering from drug-resistant seizures.",0.0,False,0.0,61.52224540710449,1986.4211082458496,2047.9819774627686
q_005,What tasks are formalized as sequential decision-making problems in this study?,exp3_index_ivf_aggressive,True,2602.15568v1|2602.09336v1|2602.11346v1|2602.05466v1,0.0,"The papers provided do not explicitly formalize specific tasks as sequential decision-making problems. However, Paper 3, titled ""Divide and Learn: Multi-Objective Combinatorial Optimization at Scale,"" reformulates multi-objective combinatorial optimization as an online learning problem, which involves solving position-wise bandit subproblems through adaptive expert-guided sequential construction. This approach implies a sequential decision-making framework, as it involves making decisions over time based on the outcomes of previous actions.

Additionally, Paper 2, ""FM SO.P: A Progressive Task Mixture Framework with Automatic Evaluation for Cross-Domain SOP Understanding,"" discusses a progressive task mixture framework that builds capabilities across different task types, which may involve sequential reasoning in understanding Standard Operating Procedures (SOPs). However, it does not explicitly define these tasks as sequential decision-making problems.

In summary, while Paper 3 provides a clear example of a sequential decision-making problem through its online learning formulation, the other papers do not explicitly formalize tasks in this manner. More specific details on the tasks formalized as sequential decision-making problems would be needed to provide a comprehensive answer.","The study formalizes multiple tasks, including information retrieval and coding, as sequential decision-making problems under uncertainty. These tasks involve reasoning about latent environment states via a prior passed to the LLM agent.",1.0,True,0.0,60.61601638793945,4852.76198387146,4913.415908813477
q_006,What is the primary contribution of GPEReg-Net in the context of photoacoustic microscopy registration?,exp3_index_ivf_aggressive,True,2602.09318v1|2602.09050v1|2602.13304v1|2602.10978v1|2508.02995v3,0.0,"The provided papers do not mention a model called GPEReg-Net, so there is no information available regarding its primary contribution in the context of photoacoustic microscopy registration. The papers discuss two relevant models for photoacoustic microscopy: SAS-Net and PCReg-Net.

SAS-Net introduces a scene-appearance separation framework that addresses domain shift and spatial misalignment in bidirectional photoacoustic microscopy by separating domain-invariant scene content from domain-specific appearance characteristics. It achieves high performance in spatiotemporal registration, with a normalized cross-correlation (NCC) of 0.961 and a structural similarity index (SSIM) of 0.894.

PCReg-Net, on the other hand, proposes a progressive contrast-guided registration framework that performs coarse-to-fine alignment through multiple modules, achieving an NCC of 0.983 and an SSIM of 0.982, which surpasses existing methods.

If you are looking for information specifically about GPEReg-Net, that information is not present in the provided context.","GPEReg-Net is a scene-appearance disentanglement framework that separates domain-invariant scene features from domain-specific appearance codes using Adaptive Instance Normalization (AdaIN), allowing for direct image-to-image registration without the need for explicit deformation field estimation.",0.0,True,0.0,65.26470184326172,3516.5748596191406,3581.88796043396
q_007,"How many agentic models were evaluated in the study, and what was the outcome regarding recent capability gains?",exp3_index_ivf_aggressive,True,2602.12430v3|2602.11103v1|2602.15112v1|2602.16179v1,0.0,"The study evaluated several agentic models, specifically mentioning GPT-5 and Claude Opus 4.6 in the context of their performance in different benchmarks. In the case of ResearchGym (Paper 4), an agent powered by GPT-5 was evaluated, and it showed a sharp capability-reliability gap, improving over the provided baselines in only 1 out of 15 evaluations (6.7%) and completing only 26.5% of sub-tasks on average. 

In the context of EnterpriseGym Corecraft (Paper 5), frontier models such as GPT-5.2 and Claude Opus 4.6 were noted to solve fewer than 30% of tasks when all expert-authored rubric criteria had to be satisfied. However, after training the GLM 4.6 model with Group Relative Policy Optimization (GRPO) and adaptive clipping, there was a notable improvement in task pass rates, increasing from 25.37% to 36.76% on held-out evaluation tasks. This indicates that while initial performance was low, there were capability gains observed after training, with further improvements transferring to out-of-distribution benchmarks.

In summary, the evaluation included models like GPT-5 and Claude Opus 4.6, with outcomes indicating that while initial capabilities were limited, there were significant gains in performance following targeted training efforts.",The study evaluated 14 agentic models. The findings indicated that recent capability gains have only led to small improvements in reliability.,1.0,True,0.0,56.02836608886719,3521.791934967041,3577.8629779815674
q_008,What key limitations of Multimodal Large Language Models (MLLMs) does the research highlight in multi-turn settings?,exp3_index_ivf_aggressive,True,2602.10384v2|2602.08713v1|2602.12302v1|2602.13469v1,0.0,"The research highlights several key limitations of Multimodal Large Language Models (MLLMs) in multi-turn settings, particularly in the context of financial document understanding and user interactions.

1. **Error Propagation in Multi-Turn Dialogue**: Paper 1 indicates that MLLMs exhibit a significant failure mode in multi-turn dialogue scenarios. Early mistakes made by the models can propagate across subsequent turns, leading to a drastic drop in accuracy, which can fall to around 50% regardless of the model size. This suggests that while MLLMs may perform well on isolated tasks, their performance deteriorates in interactive settings where context and previous interactions are critical.

2. **Inconsistent Performance Across Modalities**: The evaluation in Paper 1 shows that while MLLMs achieve strong performance on text and table tasks (85-90% accuracy), they struggle significantly with chart interpretation (34-62% accuracy). This inconsistency indicates that MLLMs may not effectively integrate and reason across different modalities in a multi-turn context, particularly when visual data is involved.

3. **Trustworthiness and Reliability**: Paper 5 discusses the real-world application of MLLMs for Blind and Low Vision (BLV) individuals, revealing that the models often produced incorrect answers (22.2% of the time) or abstained from responding (10.8% of the time) to follow-up requests. This highlights a limitation in the reliability of MLLMs when providing conversational assistance, which is crucial in multi-turn interactions where users expect consistent and accurate responses.

Overall, the limitations identified in the research emphasize the challenges MLLMs face in maintaining accuracy and reliability in multi-turn settings, particularly when errors can compound and affect user trust and satisfaction.","The research highlights substantial degradation in multi-turn settings due to error accumulation and breakdowns in shared context. While MLLMs perform well on stylistic edits, they frequently experience execution failures on data-centric transformations.",2.0,False,0.0,65.04106521606445,10024.161100387573,10089.244842529297
q_009,What are the two techniques discussed in the abstract that are linked to stronger reasoning in models?,exp3_index_ivf_aggressive,True,2602.08498v1|2602.08658v2|2602.10625v1|2602.14451v1,0.0,"The two techniques discussed in the context of stronger reasoning in models are:

1. **Adaptive Precedent Selection (APS)**: This technique is part of the Precedent-Informed Reasoning (PIR) framework proposed in Paper 5. APS constructs a compact set of precedents for each question and Large Reasoning Model (LRM), ranking examples based on a joint score that considers both semantic similarity and model perplexity. This adaptive selection aims to maximize perplexity reduction, thereby guiding the model's reasoning process more effectively.

2. **Test-time Experience Internalization (TEI)**: Also part of the PIR framework in Paper 5, TEI involves test-time learning where the model updates lightweight adapters to internalize solution patterns from the selected precedents. This allows the model to use these patterns as prior knowledge during subsequent reasoning tasks, enhancing its reasoning capabilities.

These techniques aim to mitigate inefficiencies in reasoning by leveraging past related cases, thus improving both the accuracy and efficiency of the reasoning process in LLMs.","The two techniques discussed are looping, which reuses a block of layers across depth, and depth growing, which involves training shallow-to-deep models by duplicating middle layers. Both techniques exhibit convergent depth-wise signatures that support their connection to iterative computation.",0.0,False,0.0,59.944868087768555,2878.110885620117,2938.093900680542
