question_id,question,config_name,answerable,retrieved_doc_ids,retrieval_recall,answer,reference_answer,answer_correctness,has_hallucination,abstention_score,retrieval_latency_ms,generation_latency_ms,total_latency_ms
q_000,How many trajectories were collected during the extensive quantitative analysis and large-scale real-world experiments conducted in this research?,exp3_index_flat,True,2602.11517v1|2508.05616v1|2602.07983v1|2508.09768v1|2602.11024v1,0.0,"The provided papers do not specify the number of trajectories collected during the extensive quantitative analysis and large-scale real-world experiments. While Paper 1 discusses the calibration of car-following models using real-world autonomous shuttle trajectory data, it does not provide a specific count of the trajectories used. Similarly, Paper 2 introduces the TrajEvo framework for trajectory prediction but does not mention the number of trajectories involved in its evaluations. Therefore, the information regarding the exact number of trajectories collected is missing from the context provided.","The research collected datasets of 18,000 trajectories during the extensive quantitative analysis and large-scale real-world experiments.",0.0,False,0.0,769.2790031433105,6593.945264816284,7363.270998001099
q_001,What are the benchmarks on which REMUL demonstrated improvements in faithfulness and accuracy?,exp3_index_flat,True,2602.16154v1|2602.12506v1|2602.14307v1,1.0,"REMUL demonstrated improvements in faithfulness and accuracy on multiple reasoning benchmarks, specifically: BIG-Bench Extra Hard, MuSR, ZebraLogicBench, and FOLIO. These benchmarks were used to evaluate the effectiveness of the Reasoning Execution by Multiple Listeners (REMUL) approach, which aimed to balance faithfulness and performance in reasoning tasks as described in Paper 1 and Paper 2.","REMUL demonstrated improvements on multiple reasoning benchmarks, including BIG-Bench Extra Hard, MuSR, ZebraLogicBench, and FOLIO, showing consistent and substantial enhancements in faithfulness measures and accuracy.",2.0,False,0.0,113.79289627075195,2744.5120811462402,2858.3459854125977
q_002,What are the emerging trends in explainability for AI systems as of 2024?,exp3_index_flat,False,2602.14783v1|2602.12018v1|2509.24521v2|2602.10177v2,0.0,"The provided papers do not specifically address emerging trends in explainability for AI systems as of 2024. While they cover various aspects of AI, such as its implications in cybercrime (Paper 1), linguistic hierarchies (Paper 2), neuromorphic engineering (Paper 3), and autonomous mathematics research (Papers 4 and 5), none of them focus on the topic of explainability or provide insights into trends related to it.

To answer your question about emerging trends in explainability for AI systems, additional information or research papers specifically discussing explainability methodologies, frameworks, or advancements would be required. This could include discussions on techniques like LIME, SHAP, or interpretability in neural networks, which are not covered in the provided context.",I don't have enough information in the provided documents to answer this question.,2.0,False,1.0,60.14895439147949,4135.4076862335205,4195.591926574707
q_003,What is the observed effect of increasing recommender adoption on individual consumption according to the findings?,exp3_index_flat,True,2602.16476v1|2602.16315v1|2602.08124v1|2602.13502v1|2602.12924v1,1.0,"According to the findings presented in Paper 2, titled ""The Diversity Paradox revisited: Systemic Effects of Feedback Loops in Recommender Systems,"" increasing recommender adoption may lead to a progressive diversification of individual consumption. However, it is important to note that while individual diversity may appear to increase, collective demand is often redistributed in ways that can amplify popularity concentration, which suggests that the overall diversity of recommendations may not be as beneficial as it seems. Furthermore, temporal analyses in the study reveal that when adoption is fixed and time unfolds, individual diversity consistently decreases across all models. This indicates that the initial increases in individual diversity observed in static evaluations are illusory, highlighting the need to account for feedback-loop dynamics in recommender systems design.","Increasing recommender adoption may lead to a progressive diversification of individual consumption; however, collective demand is redistributed in a way that often amplifies popularity concentration.",2.0,False,0.0,31.1429500579834,3911.501169204712,3942.6679611206055
q_004,How many patients are included in the Omni-iEEG dataset?,exp3_index_flat,True,2602.16072v1|2602.13793v1|2602.16110v1,1.0,"The Omni-iEEG dataset includes a total of **302 patients**. This information is explicitly stated in both Paper 1 and Paper 2, which describe the dataset as a large-scale, pre-surgical iEEG resource comprising these patients along with 178 hours of high-resolution recordings.","The Omni-iEEG dataset includes a total of 302 patients. This large-scale resource is designed to aid in epilepsy research, particularly for those suffering from drug-resistant seizures.",2.0,False,0.0,61.29097938537598,1778.893232345581,1840.2092456817627
q_005,What tasks are formalized as sequential decision-making problems in this study?,exp3_index_flat,True,2512.17412v1|2602.08783v1|2602.15568v1|2602.09336v1|2602.15252v1,0.0,"The study formalizes tasks related to decision-making under imperfect recall as sequential decision-making problems. Specifically, it addresses scenarios where an agent may forget information it previously held, which is a key characteristic of imperfect-recall decision problems. This includes examples such as the ""absentminded driver"" and team games with limited communication, as discussed in Paper 5, titled ""Decision Making under Imperfect Recall: Algorithms and Benchmarks."" 

The paper introduces a benchmark suite for these types of problems and evaluates various algorithms for finding optimal strategies in such contexts. It highlights the performance of regret matching (RM) algorithms, which are particularly effective in solving large two-player zero-sum games and are now being explored in the realm of imperfect-recall decision-making.

However, the papers do not provide a comprehensive list of all specific tasks formalized as sequential decision-making problems beyond the mentioned examples. Additional details on other tasks or specific applications would be necessary to provide a fuller answer.","The study formalizes multiple tasks, including information retrieval and coding, as sequential decision-making problems under uncertainty. These tasks involve reasoning about latent environment states via a prior passed to the LLM agent.",1.0,False,0.0,32.515764236450195,3445.9478855133057,3478.4891605377197
q_006,What is the primary contribution of GPEReg-Net in the context of photoacoustic microscopy registration?,exp3_index_flat,True,2602.15959v1|2602.09318v1|2602.09050v1|2602.13304v1,1.0,"The primary contribution of GPEReg-Net, as detailed in Paper 1, is its innovative scene-appearance disentanglement framework designed for image registration in bidirectional optical-resolution photoacoustic microscopy (OR-PAM). GPEReg-Net addresses the challenges of coupled domain shift and geometric misalignment that arise from bidirectional raster scanning, which conventional registration methods struggle to handle due to their reliance on brightness constancy assumptions.

Key features of GPEReg-Net include:

1. **Scene-Appearance Disentanglement**: The framework separates domain-invariant scene features from domain-specific appearance codes using Adaptive Instance Normalization (AdaIN). This separation allows for direct image-to-image registration without the need for explicit deformation field estimation.

2. **Global Position Encoding (GPE) Module**: GPEReg-Net introduces a GPE module that integrates learnable position embeddings with sinusoidal encoding and cross-frame attention. This design enables the network to utilize temporal context from neighboring frames, enhancing temporal coherence in the registration process.

3. **Performance Metrics**: On the OR-PAM-Reg-4K benchmark, GPEReg-Net achieves a normalized cross-correlation (NCC) of 0.953, a structural similarity index (SSIM) of 0.932, and a peak signal-to-noise ratio (PSNR) of 34.49 dB. These results demonstrate a significant improvement over state-of-the-art methods, with GPEReg-Net surpassing the previous best by 3.8% in SSIM and 1.99 dB in PSNR.

Overall, GPEReg-Net represents a significant advancement in the field of photoacoustic microscopy registration by effectively addressing the limitations of existing methods and improving alignment quality through its novel disentanglement and temporal coherence strategies.","GPEReg-Net is a scene-appearance disentanglement framework that separates domain-invariant scene features from domain-specific appearance codes using Adaptive Instance Normalization (AdaIN), allowing for direct image-to-image registration without the need for explicit deformation field estimation.",2.0,False,0.0,40.05932807922363,6715.4810428619385,6755.565166473389
q_007,"How many agentic models were evaluated in the study, and what was the outcome regarding recent capability gains?",exp3_index_flat,True,2602.12430v3|2602.11103v1|2602.15112v1|2602.16179v1,0.0,"The study evaluated several agentic models, specifically mentioning GPT-5 and proprietary models like Claude Code (Opus-4.5) and Codex (GPT-5.2) in the context of ResearchGym (Paper 4). The evaluation revealed a significant capability-reliability gap, with the GPT-5 powered agent improving over the provided baselines in only 1 out of 15 evaluations (6.7%) and completing an average of only 26.5% of sub-tasks. 

In the context of EnterpriseGym Corecraft (Paper 5), frontier models such as GPT-5.2 and Claude Opus 4.6 were also evaluated, showing that they solved fewer than 30% of tasks when all expert-authored rubric criteria had to be satisfied. However, after training the GLM 4.6 model with Group Relative Policy Optimization (GRPO), there was a notable improvement in task pass rates from 25.37% to 36.76% on held-out evaluation tasks, indicating some recent capability gains.

In summary, the evaluations highlighted that while there are improvements in task performance after training, the overall reliability and success rates of the evaluated models remain low, indicating that significant challenges still exist in achieving consistent agentic capabilities.",The study evaluated 14 agentic models. The findings indicated that recent capability gains have only led to small improvements in reliability.,1.0,False,0.0,60.42599678039551,6886.811256408691,6947.307109832764
q_008,What key limitations of Multimodal Large Language Models (MLLMs) does the research highlight in multi-turn settings?,exp3_index_flat,True,2602.10384v2|2602.08713v1|2602.12302v1|2602.13469v1,0.0,"The research highlights several key limitations of Multimodal Large Language Models (MLLMs) in multi-turn settings, particularly in the context of financial document understanding and visual interpretation for Blind and Low Vision (BLV) individuals.

1. **Propagation of Errors in Multi-Turn Dialogue**: In the evaluation of Vision-Language Models (VLMs) on French financial documents, it was observed that early mistakes in multi-turn dialogue can propagate across turns, leading to a significant drop in accuracy. Specifically, the accuracy fell to roughly 50% regardless of the model size when engaging in multi-turn conversational reasoning (Paper 1). This indicates that MLLMs struggle to maintain context and correctness over multiple interactions, which is critical in complex tasks like financial analysis.

2. **Inaccurate Responses and Abstentions**: In the context of MLLMs supporting BLV individuals, the study found that the models often produced incorrect answers (22.2% of the time) or abstained from responding to follow-up requests (10.8% of the time) (Paper 5). This suggests that while MLLMs can provide some level of assistance, their reliability in providing accurate and contextually relevant information in a conversational format is still limited.

3. **Challenges in Visual Interpretation**: The study on BLV individuals also indicates that while MLLMs can improve the accuracy of descriptive visual interpretations, the effectiveness of these models in real-world applications is contingent upon their ability to act as reliable ""visual assistants."" This involves not just providing information but doing so in a way that is goal-directed and trustworthy (Paper 5).

Overall, the limitations identified in multi-turn settings for MLLMs include the propagation of errors, a significant rate of incorrect responses, and the need for improved reliability in providing contextual assistance. These challenges highlight the need for further research and development to enhance the robustness of MLLMs in interactive scenarios.","The research highlights substantial degradation in multi-turn settings due to error accumulation and breakdowns in shared context. While MLLMs perform well on stylistic edits, they frequently experience execution failures on data-centric transformations.",1.0,False,0.0,264.8789882659912,10504.009008407593,10768.9528465271
q_009,What are the two techniques discussed in the abstract that are linked to stronger reasoning in models?,exp3_index_flat,True,2602.08498v1|2602.08658v2|2602.10625v1|2602.14451v1,0.0,"The two techniques discussed in the abstract that are linked to stronger reasoning in models are:

1. **Adaptive Precedent Selection (APS)**: This technique involves constructing a compact set of precedents for each question and Large Reasoning Model (LRM). It ranks examples based on a joint score that considers both semantic similarity and model perplexity, adapting the number of precedents to maximize perplexity reduction. This approach helps guide the model's reasoning by leveraging relevant past cases, thereby reducing unnecessary self-exploration and improving efficiency.

2. **Test-time Experience Internalization (TEI)**: This technique is described as a form of test-time learning where the model updates lightweight adapters to internalize solution patterns based on the precedent-informed instruction. By doing so, the model can use these internalized patterns as a prior during subsequent reasoning tasks, which aids in maintaining or improving accuracy while shortening reasoning traces.

These techniques are part of the Precedent-Informed Reasoning (PIR) framework proposed in Paper 5, which aims to mitigate inefficiencies in reasoning processes of LLMs by transforming their reasoning paradigm from exhaustive self-exploration to guided learning from precedents.","The two techniques discussed are looping, which reuses a block of layers across depth, and depth growing, which involves training shallow-to-deep models by duplicating middle layers. Both techniques exhibit convergent depth-wise signatures that support their connection to iterative computation.",0.0,False,0.0,61.16890907287598,4953.189849853516,5014.38307762146
