question_id,question,config_name,answerable,retrieved_doc_ids,retrieval_recall,answer,reference_answer,answer_correctness,has_hallucination,abstention_score,retrieval_latency_ms,generation_latency_ms,total_latency_ms
q_000,How many trajectories were collected during the extensive quantitative analysis and large-scale real-world experiments conducted in this research?,exp1_topk_3,True,2602.11517v1|2508.05616v1|2602.07983v1,0.0,"The provided papers do not specify the number of trajectories collected during the extensive quantitative analysis and large-scale real-world experiments. Paper 1 discusses the calibration of car-following models using real-world AS trajectory data but does not provide a specific count of the trajectories used. Similarly, Paper 2 focuses on the TrajEvo framework for trajectory prediction but does not mention the number of trajectories involved in its evaluations. Paper 3 discusses a framework for accelerating social science research but is unrelated to trajectory data collection. Therefore, the specific information regarding the number of trajectories is missing from the provided context.","The research collected datasets of 18,000 trajectories during the extensive quantitative analysis and large-scale real-world experiments.",0.0,False,0.0,125.82588195800781,4128.911972045898,4254.782915115356
q_001,What are the benchmarks on which REMUL demonstrated improvements in faithfulness and accuracy?,exp1_topk_3,True,2602.16154v1|2602.12506v1,1.0,"REMUL demonstrated improvements in faithfulness and accuracy on multiple reasoning benchmarks, specifically: BIG-Bench Extra Hard, MuSR, ZebraLogicBench, and FOLIO. These benchmarks were used to evaluate the effectiveness of the Reasoning Execution by Multiple Listeners (REMUL) approach in balancing faithfulness and performance in reasoning tasks, as detailed in Paper 1 and Paper 2.","REMUL demonstrated improvements on multiple reasoning benchmarks, including BIG-Bench Extra Hard, MuSR, ZebraLogicBench, and FOLIO, showing consistent and substantial enhancements in faithfulness measures and accuracy.",2.0,False,0.0,78.20701599121094,1866.8251037597656,1945.091962814331
q_002,What are the emerging trends in explainability for AI systems as of 2024?,exp1_topk_3,False,2602.14783v1|2602.12018v1|2509.24521v2,0.0,"The provided papers do not specifically address emerging trends in explainability for AI systems as of 2024. They focus on different aspects of AI, such as its implications in cybercrime (Paper 1), the linguistic inequalities created by AI technologies (Paper 2), and the potential of neuromorphic engineering in enhancing AI capabilities (Paper 3). 

To answer your question about explainability trends, information regarding specific methodologies, frameworks, or advancements in explainability techniques for AI systems is missing from the context provided. Therefore, I cannot provide a clear, technical answer on this topic based on the available papers.",I don't have enough information in the provided documents to answer this question.,2.0,False,2.0,69.37599182128906,3277.3139476776123,3346.7190265655518
q_003,What is the observed effect of increasing recommender adoption on individual consumption according to the findings?,exp1_topk_3,True,2602.16476v1|2602.16315v1|2602.08124v1,1.0,"According to the findings presented in Paper 2, titled ""The Diversity Paradox revisited: Systemic Effects of Feedback Loops in Recommender Systems,"" increasing recommender adoption may lead to a progressive diversification of individual consumption. However, the paper also highlights that while individual diversity may appear to increase in static evaluations, this effect is illusory. When adoption is fixed and time unfolds, individual diversity consistently decreases across all models analyzed. This suggests that the dynamics of feedback loops in recommender systems can lead to a redistribution of collective demand, often amplifying popularity concentration, despite initial appearances of increased diversity at the individual level.","Increasing recommender adoption may lead to a progressive diversification of individual consumption; however, collective demand is redistributed in a way that often amplifies popularity concentration.",2.0,False,0.0,53.659915924072266,3439.5971298217773,3493.306875228882
q_004,How many patients are included in the Omni-iEEG dataset?,exp1_topk_3,True,2602.16072v1|2602.13793v1,1.0,"The Omni-iEEG dataset includes a total of **302 patients**. This information is explicitly stated in both Paper 1 and Paper 2, which describe the dataset as a large-scale, pre-surgical iEEG resource.","The Omni-iEEG dataset includes a total of 302 patients. This large-scale resource is designed to aid in epilepsy research, particularly for those suffering from drug-resistant seizures.",2.0,False,0.0,49.09205436706543,1524.5299339294434,1573.655128479004
q_005,What tasks are formalized as sequential decision-making problems in this study?,exp1_topk_3,True,2512.17412v1|2602.08783v1|2602.15568v1,0.0,"The provided papers do not explicitly formalize any tasks as sequential decision-making problems. 

- **Paper 1** discusses the optimization of aircraft maintenance schedules, focusing on assigning qualified staff to maintenance tasks within a turnaround window, but it does not frame this as a sequential decision-making problem.
  
- **Paper 2** investigates latent chain-of-thought methods in reasoning tasks, analyzing causal structures and intermediate steps, but it does not define these tasks as sequential decision-making problems either.

- **Paper 3** presents a scenario approach for data-driven design and certification of user-specified properties, discussing design complexity and generalization properties, but again, it does not characterize the tasks as sequential decision-making problems.

Therefore, the specific information regarding tasks formalized as sequential decision-making problems is missing from the provided context.","The study formalizes multiple tasks, including information retrieval and coding, as sequential decision-making problems under uncertainty. These tasks involve reasoning about latent environment states via a prior passed to the LLM agent.",0.0,False,0.0,61.44905090332031,3403.6600589752197,3465.1498794555664
q_006,What is the primary contribution of GPEReg-Net in the context of photoacoustic microscopy registration?,exp1_topk_3,True,2602.15959v1|2602.09318v1,1.0,"The primary contribution of GPEReg-Net, as detailed in Paper 1, is its innovative scene-appearance disentanglement framework designed for image registration in bidirectional optical-resolution photoacoustic microscopy (OR-PAM). This framework effectively separates domain-invariant scene features from domain-specific appearance codes using Adaptive Instance Normalization (AdaIN). This separation allows for direct image-to-image registration without the need for explicit deformation field estimation, which is a significant advancement over traditional methods that are limited by brightness constancy assumptions.

Additionally, GPEReg-Net incorporates a Global Position Encoding (GPE) module that enhances the model's ability to exploit temporal structures in sequential image acquisitions. This module combines learnable position embeddings with sinusoidal encoding and cross-frame attention, enabling the network to utilize contextual information from neighboring frames to improve temporal coherence in the registration process.

The performance of GPEReg-Net is validated on the OR-PAM-Reg-4K benchmark, where it achieves notable metrics: a Normalized Cross-Correlation (NCC) of 0.953, a Structural Similarity Index (SSIM) of 0.932, and a Peak Signal-to-Noise Ratio (PSNR) of 34.49 dB, surpassing the state-of-the-art by 3.8% in SSIM and 1.99 dB in PSNR while maintaining competitive NCC.

In summary, GPEReg-Net's contributions lie in its novel disentanglement approach for image registration and its effective use of temporal context through the GPE module, addressing the challenges posed by domain shifts and geometric misalignments in bidirectional OR-PAM.","GPEReg-Net is a scene-appearance disentanglement framework that separates domain-invariant scene features from domain-specific appearance codes using Adaptive Instance Normalization (AdaIN), allowing for direct image-to-image registration without the need for explicit deformation field estimation.",2.0,False,0.0,73.8530158996582,6714.266777038574,6788.146018981934
q_007,"How many agentic models were evaluated in the study, and what was the outcome regarding recent capability gains?",exp1_topk_3,True,2602.12430v3|2602.11103v1,0.0,"The papers provided do not specify the exact number of agentic models evaluated in the GameDevBench study. However, they do mention that the best agent achieved a task-solving rate of only 54.5%. Additionally, the study highlights that agents struggle with game development tasks, with a notable performance increase observed in Claude Sonnet 4.5, which improved from 33.3% to 47.7% due to the introduction of simple image and video-based feedback mechanisms. 

Thus, while we know about the performance of specific agents, the total number of models evaluated is not disclosed in the provided content. This information is missing from the papers.",The study evaluated 14 agentic models. The findings indicated that recent capability gains have only led to small improvements in reliability.,0.0,True,0.0,71.2890625,3357.0048809051514,3428.3459186553955
q_008,What key limitations of Multimodal Large Language Models (MLLMs) does the research highlight in multi-turn settings?,exp1_topk_3,True,2602.10384v2|2602.08713v1|2602.12302v1,0.0,"The key limitation of Multimodal Large Language Models (MLLMs) in multi-turn settings, as highlighted in the research, is their brittleness in interactive, multi-step financial analysis. Specifically, Paper 1 discusses how these models, despite achieving strong performance on well-defined extraction tasks (85-90% accuracy for text and table tasks), struggle significantly with multi-turn dialogue. The accuracy in multi-turn settings drops to roughly 50% due to the propagation of early mistakes across turns. This indicates that while MLLMs can effectively handle isolated tasks, they face challenges in maintaining coherence and accuracy in more complex, interactive scenarios where previous outputs influence subsequent interactions.

The findings from Paper 1 emphasize the need for further development in MLLMs to enhance their reliability in multi-turn contexts, particularly in high-stakes domains like finance where errors can have serious consequences. The papers do not provide additional insights into specific technical limitations or mechanisms behind these failures in multi-turn settings, which would be necessary for a more comprehensive understanding.","The research highlights substantial degradation in multi-turn settings due to error accumulation and breakdowns in shared context. While MLLMs perform well on stylistic edits, they frequently experience execution failures on data-centric transformations.",1.0,False,0.0,69.30208206176758,4262.137174606323,4331.4690589904785
q_009,What are the two techniques discussed in the abstract that are linked to stronger reasoning in models?,exp1_topk_3,True,2602.08498v1|2602.08658v2|2602.10625v1,0.0,"The two techniques discussed in the abstract of Paper 3, ""To Think or Not To Think, That is The Question for Large Reasoning Models in Theory of Mind Tasks,"" that are linked to stronger reasoning in models are:

1. **Slow-to-Fast (S2F) Adaptive Reasoning**: This technique involves adapting the reasoning process to be more efficient by starting with a slower, more deliberate reasoning approach and then transitioning to faster reasoning as needed. This method aims to mitigate the performance drop associated with longer responses and larger reasoning budgets.

2. **Think-to-Match (T2M) Shortcut Prevention**: This intervention is designed to address the issue where reasoning models may rely on option matching rather than genuine deduction. By preventing this shortcut, the model is encouraged to engage in deeper reasoning processes, which can lead to improved performance on tasks that require Theory of Mind capabilities.

These techniques are aimed at enhancing the reasoning abilities of Large Reasoning Models (LRMs) in socio-cognitive tasks, as highlighted in the findings of Paper 3.","The two techniques discussed are looping, which reuses a block of layers across depth, and depth growing, which involves training shallow-to-deep models by duplicating middle layers. Both techniques exhibit convergent depth-wise signatures that support their connection to iterative computation.",0.0,True,0.0,49.51190948486328,4067.6028728485107,4117.148160934448
